id,exercise_name,videoURL,steps,Category,Difficulty,Force,Grips,target,youtubeURL,details,Aka
638,Barbell Heels Up Front Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-heels-up-front-squat-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-heels-up-front-squat-side.mp4#t=0.1']","['Stand with your feet shoulder-width apart and feet on a plate. Place the bar in a front rack position.', 'Bend your knees and lower your body into a squat position, keeping your heels raised off the ground.', 'Push through your heels to return to the starting position.']",Barbell,Advanced,Push,None,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
639,Barbell Lateral Lunge,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-lateral-lunge-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-lateral-lunge-side.mp4#t=0.1']","['Stand with your feet shoulder-width apart and hold a barbell at your shoulders with an overhand grip.', 'Step out to the side with your right foot and bend your right knee to lower your body until your right thigh is parallel to the ground.', 'Push off your right foot to return to the starting position.', 'Repeat on the opposite side by stepping out with your left foot.']",Barbell,Advanced,Push,Overhand,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
640,Barbell Pause Box Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pause-box-squat-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pause-box-squat-side.mp4#t=0.1']","['Stand in front of a box or bench with your feet shoulder-width apart and a barbell resting on your upper back.', 'Lower your body into a squat position, sitting back onto the box and pausing for a moment before standing back up.', 'Push through your heels to return to the standing position.']",Barbell,Advanced,Push,Overhand,"{'Primary': ['Quads'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",,,
641,Barbell Pause Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pause-box-squat-front_GEhqEjs.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pause-box-squat-side_2PFhPFu.mp4#t=0.1']","['Stand with your feet shoulder-width apart and a barbell resting on your upper back.', 'Lower your body into a squat position, pausing for a moment at the bottom of the movement before standing back up.', 'Push through your heels to return to the standing position.']",Barbell,Intermediate,Push,Overhand,"{'Primary': ['Quads'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",,,
642,Barbell Reverse Deadlift,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-reverse-deadlift-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-reverse-deadlift-side.mp4#t=0.1']","['Start by standing with your feet about hip-width apart, with your toes pointed slightly outward.', 'Place a barbell on the floor behind you, with the weight plates on either side.', 'Bend down and grab the barbell with an overhand grip, your hands slightly wider than shoulder-width apart. Keep your back straight and your shoulders down as you grip the bar.', 'Stand up straight, lifting the barbell off the ground and pulling it toward your hips. Keep your elbows close to your body and your shoulders down as you do this.']",Barbell,Advanced,Push,Overhand Underhand,"{'Primary': ['Quads'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",,,
643,Barbell Reverse Lunge,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-reverse-lunge-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-reverse-lunge-side.mp4#t=0.1']","['Start by standing with your feet about hip-width apart, with a barbell on your shoulders. Your feet should be slightly pointed outward, and your shoulders should be down and relaxed.', 'Step backward with one foot, lowering your body until your front thigh is parallel to the ground and your back knee is hovering just above the ground.', 'Push off your back foot, returning to the starting position.']",Barbell,Intermediate,Push,Overhand,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
644,Barbell Side Step Up,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-side-step-up-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-side-step-up-side.mp4#t=0.1']","['Start by standing with your feet about hip-width apart, with a barbell on your shoulders. Your feet should be slightly pointed outward, and your shoulders should be down and relaxed.', 'Place a step or box beside you, and step up onto it with one foot. Your other foot should remain on the ground.', 'Push off your grounded foot, raising your body up onto the step.', 'Step back down with the same foot, returning to the starting position.']",Barbell,Intermediate,Push,Overhand,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",https://www.youtube.com/embed/c-Cc-LDrpL4,,
645,Barbell Snatch Grip Deadlift,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-snatch-grip-deadlift-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-snatch-grip-deadlift-side.mp4#t=0.1']","['Start by standing with your feet about hip-width apart, with your toes pointed slightly outward.', 'Place a barbell on the floor in front of you, with the weight plates on either side. Make sure that the bar is directly in line with your feet.', 'Bend down and grab the barbell with an overhand grip, your hands much wider than shoulder-width apart. Keep your back straight and your shoulders down as you grip the bar.', 'Stand up straight, lifting the barbell off the ground and pulling it toward your hips. Keep your elbows close to your body and your shoulders down as you do this.', 'Slowly lower the barbell back to the ground, making sure to keep your back straight and your shoulders down throughout the movement.']",Barbell,Advanced,Pull,,"{'Primary': ['Hamstrings'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",,,
646,Barbell Snatch Grip Romanian Deadlift,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-snatch-grip-romanian-deadlift-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-snatch-grip-romanian-deadlift-side.mp4#t=0.1']","[""Start by standing with your feet about hip-width apart. The bar should be in a rack or box so it's lifted off the ground."", 'Grab the barbell with an overhand grip, your hands should be much wider than shoulder-width apart.', 'Hing forward at the hips keeping your knees mostly extended. Hinge until you feel a stretch in your hamstrings.', 'When you feel the stretch, push your hips forward until you are back in a standing position.']",Barbell,Advanced,Pull,Overhand Mixed,"{'Primary': ['Hamstrings'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",https://www.youtube.com/embed/qWb5Zr98B-M,,
647,Barbell Split Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-split-squat-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-split-squat-side.mp4#t=0.1']","['Take a large step forward with one leg, and lower your body until your back knee nearly touches the ground. Your front knee should be bent at a 90-degree angle, and your back leg should be straight.', 'Push through the heel of your front foot to raise your body back to the starting position.']",Barbell,Intermediate,Push,Overhand,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
648,Barbell Step Up Balance,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-step-up-balance-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-step-up-balance-side.mp4#t=0.1']","['Begin by standing in front of a sturdy box or bench that is about knee-height, holding a barbell across your upper back and shoulders, using an overhand grip.', 'Place your right foot on the box and push through the heel to lift your body up and onto the box, keeping your left foot off the ground.', 'Step back down with your right foot, lowering your left foot to the ground.']",Barbell,Intermediate,Push,Overhand,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",https://www.youtube.com/embed/c-Cc-LDrpL4,,
649,Barbell Step Up,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-step-up-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-step-up-side.mp4#t=0.1']","['Begin by standing in front of a sturdy box or bench that is about knee-height, holding a barbell across your upper back and shoulders, using an overhand grip.', 'Place your right foot on the box and push through the heel to lift your body up and onto the box.', 'Step back down with your right foot.']",Barbell,Beginner,Push,Overhand,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",https://www.youtube.com/embed/c-Cc-LDrpL4,,
650,Barbell Tap Pause Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-tap-box-squat-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-tap-box-squat-side.mp4#t=0.1']","['Begin by standing in front of a sturdy box or bench that is about knee-height, holding a barbell across your upper back and shoulders, using an overhand grip.', 'Sit back and lower your body down until your glutes tap the top of the box, keeping your back straight and your core engaged.', 'Push through your heels to extend your hips and stand up, bringing your body back to the starting position.']",Barbell,Intermediate,Push,Overhand,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
